Numeros primos encontrados,Tempo de execução
121269,5651.8668
121269,5736.7947
121269,5915.0989
121269,6255.9002
121269,5957.611
121269,5650.5925
121269,5708.0255
121269,6083.5665
121269,7350.296
121269,6052.975
121269,6890.8194
121269,5954.0356
121269,6012.0926
121269,5867.0649
121269,5857.8153
121269,7675.2582
121269,6522.0461
121269,6162.552
121269,6098.5293
121269,6023.9494
121269,5887.4864
121269,5920.7145
121269,6039.3297
121269,6526.4843
121269,5778.1147
121269,7084.6172
121269,6529.2467
121269,6895.4335
121269,7309.2741
121269,7309.3173
121269,7442.0469
121269,6674.9193
121269,6979.0041
121269,6027.9366
121269,5930.1731
121269,5804.791
121269,5750.7459
121269,5884.8848
121269,7556.1688
121269,6505.3785
121269,5927.3681
121269,5759.8388
121269,5936.1458
121269,5965.3575
121269,5738.499
121269,5921.9987
121269,5708.068
121269,5712.7611
121269,5694.3135
121269,5696.6396
