Numeros primos encontrados,Tempo de execução
121299,5909.2662
121299,6129.2146
121299,7144.429
121299,6147.8247
121299,5756.0295
121299,5764.4052
121299,5720.0355
121299,5867.3656
121299,5995.4209
121299,6550.8631
121299,6349.5195
121299,6071.9264
121299,5818.2037
121299,6179.1204
121299,5943.2589
121299,6005.8722
121299,6095.4267
121299,7329.5533
121299,7221.5766
121299,5756.34
121299,5824.0124
121299,5957.6744
121299,6168.8785
121299,6760.7666
121299,5985.334
121299,6168.254
121299,5993.5978
121299,6048.9318
121299,5967.3836
121299,6636.2778
121299,6320.5002
121299,5648.8305
121299,6200.6966
121299,5640.9272
121299,5724.8762
121299,5887.554
121299,6049.6926
121299,5969.652
121299,5731.0787
121299,5719.2099
121299,5933.6973
121299,5824.762
121299,5872.7776
121299,5987.9436
121299,7428.5927
121299,6248.1397
121299,5942.4501
121299,5923.5559
121299,6051.6277
121299,7108.8964
